imgpath,height,width,area,pothole_area,nonpothole_area
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1020_png.rf.ed376092782e2d2784c66bc2f8f6b350.jpg,53,136,7208,5677,1531
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1022_png.rf.0e3760d4e36294db5b8874875469960a.jpg,58,142,8236,6724,1512
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1023_png.rf.eb566db924fe0592358ae7ac693a70db.jpg,68,151,10268,7738,2530
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1024_png.rf.332f5dd2aa86b02e3349217d617ec731.jpg,70,157,10990,8294,2696
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1025_png.rf.bd125a3d6afbcf8a780f738fb469419c.jpg,79,163,12877,9149,3728
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1026_png.rf.cd13496201abb956d546db0039cf61be.jpg,211,306,64566,51167,13399
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1026_png.rf.cd13496201abb956d546db0039cf61be.jpg,74,121,8954,7428,1526
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1027_png.rf.a78f4da89a6bf356a8855ccc4ae73cd0.jpg,88,172,15136,10451,4685
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1028_png.rf.7ae4a7b5fc46bbc6d0c3dd1fe10e3a3c.jpg,91,181,16471,11344,5127
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1029_png.rf.a704a6de9321e520f640240e78cbea02.jpg,97,187,18139,12991,5148
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/102_png.rf.6b89cce218f681f6077465a57a7b54cb.jpg,49,190,9310,5947,3363
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1030_png.rf.ccf5aead783cba4260c542ad876038cb.jpg,109,199,21691,15293,6398
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1031_png.rf.45449b433856f3b923b525c074701383.jpg,95,208,19760,15429,4331
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1033_png.rf.b0948b36738e35b8e4fb02b5dbe073f0.jpg,37,185,6845,4653,2192
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1047_png.rf.55cd9413c74b40349a657b483cea1fef.jpg,184,331,60904,45275,15629
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/104_png.rf.6d7f954978632ead83d4b0ff31aa813b.jpg,99,211,20889,12022,8867
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1060_png.rf.ac108148e41aa5962449ca3d533b4e7b.jpg,88,151,13288,9972,3316
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1061_png.rf.da772af259c5ea0543609b09e8923b54.jpg,65,238,15470,9713,5757
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1021_png.rf.f33c82ae3da761cbf4ed757b456b959b.jpg,61,142,8662,6735,1927
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1032_png.rf.4f3f77ff9edeef338e02f76fdf8bb59e.jpg,64,220,14080,11067,3013
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1079_png.rf.4345c357d5c774ec05c31f3a6126d8a7.jpg,133,418,55594,35193,20401
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1161_png.rf.589652afb39d46e50d8b93582c417d59.jpg,76,175,13300,9937,3363
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/158_png.rf.860a50ff39ffd5840928ecfc67a72415.jpg,56,211,11816,9731,2085
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1080_png.rf.4e5e0e82236c4c5bcf1984821f9bb4be.jpg,121,401,48521,29823,18698
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1081_png.rf.01c5eb617df2efef67103a025550ecfa.jpg,109,368,40112,23692,16420
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1082_png.rf.fe6ca3872128e1442bf3e2babf9e56da.jpg,94,308,28952,17964,10988
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1083_png.rf.02da0db6deadd9ea9e53cffd2bfe7351.jpg,73,257,18761,12117,6644
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/10_png.rf.406d74a50d9e84a2b9aeb7c716222c90.jpg,98,277,27146,19337,7809
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1106_png.rf.420fcce8533bd03a550e3700922b95e3.jpg,58,109,6322,4943,1379
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1142_png.rf.5ba42c154750b386b45ca474cb64d52a.jpg,241,685,165085,113412,51673
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1160_png.rf.a4af62354f92bfe4aa2f67eb5b66fd02.jpg,64,148,9472,6982,2490
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1162_png.rf.753c48f7060d28635cfcf4cf1a266ee0.jpg,70,208,14560,10373,4187
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/117_png.rf.77c7ef0249f1d8db10f5fa5f18af017f.jpg,166,322,53452,36701,16751
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/118_png.rf.8f9fc1589ff797852cc1b6230ec8dfad.jpg,128,382,48896,36719,12177
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/121_png.rf.a77245a0a16bb01e886e394a7e570839.jpg,58,320,18560,13358,5202
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/124_png.rf.63cbbbf44565410970643d06f342a02a.jpg,175,379,66325,42434,23891
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/126_png.rf.a0881750555c2395950448ab72a6d101.jpg,193,115,22195,15764,6431
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/128_png.rf.91cb63fdde3123140b5a565df8357d1e.jpg,136,332,45152,32725,12427
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1364_png.rf.a8e5ad8dc67495fd0ec99df3d33d42fa.jpg,59,322,18998,15208,3790
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/1375_png.rf.20aea68fcde2e303887c2faaad4f40b5.jpg,56,346,19376,15757,3619
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/137_png.rf.ac481da94dbc4407fd63d506d7781161.jpg,73,244,17812,14733,3079
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/140_png.rf.9861ef0b73b35d053d8852c3a6ac8c87.jpg,76,277,21052,16998,4054
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/147_png.rf.bb0fff7dcd4a09048c30088f2f3dd8bd.jpg,65,359,23335,19842,3493
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/159_png.rf.87833ca4613fd509c9bf6c7734aaa472.jpg,61,223,13603,11010,2593
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/160_png.rf.3fdafa712989a0f12903e73e7ffa5f0b.jpg,56,232,12992,10692,2300
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/161_png.rf.e7595d143fe26f1b9dbc403a7421f7c9.jpg,62,244,15128,12116,3012
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/162_png.rf.a073c9a103739e1a6d9974526f3cac53.jpg,65,256,16640,13944,2696
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/163_png.rf.fc10135509524d00531d03d1d2cab7dc.jpg,71,268,19028,15591,3437
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/165_png.rf.b34b776463c5c3580b605b191efc85e7.jpg,80,286,22880,18363,4517
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/166_png.rf.895221b0554cd329f7be27285fdf514d.jpg,80,304,24320,20185,4135
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/167_png.rf.ea00e86dbfc10da9125625b9c5cd5af0.jpg,76,319,24244,20674,3570
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/174_png.rf.a80b0ffb72da84bf5207f2c0518e07bf.jpg,114,235,26790,18081,8709
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/185_png.rf.b5339b18a8d85aeb1b64524329315969.jpg,147,268,39396,26190,13206
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/18_png.rf.32f45ef2d9c43648e5a3ceda1ca20aa0.jpg,149,358,53342,37827,15515
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/195_png.rf.3f234db7015c99ba43aa70ef5db2be73.jpg,63,98,6174,5056,1118
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/196_png.rf.f4ac1dcc531b6d7fd7a2d218990378db.jpg,189,304,57456,33234,24222
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/207_png.rf.01e9f6932474887a004118037ef55eb6.jpg,208,319,66352,37035,29317
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/20_png.rf.c3e46cf2581bf2af3e20c5cd17065a30.jpg,130,364,47320,35667,11653
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/217_png.rf.8a0cf758585006af69d39f8afa484bc4.jpg,211,358,75538,46615,28923
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/219_png.rf.6e8f147ec7968f76a22f66bb37e75b9f.jpg,127,439,55753,37915,17838
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/220_png.rf.e14c3210f6eb8a3d68120cdfa90ab9d4.jpg,133,436,57988,38882,19106
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/220_png.rf.e14c3210f6eb8a3d68120cdfa90ab9d4.jpg,67,172,11524,8007,3517
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/221_png.rf.fec18983d34af2b43b56b5608593645d.jpg,73,181,13213,9296,3917
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/222_png.rf.03577c3105db70f5006b3794b123a0aa.jpg,67,172,11524,8483,3041
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/224_png.rf.61b918aad4e6fde9971653fddbdaa15c.jpg,79,178,14062,9941,4121
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/225_png.rf.2f07ba8566ffff5d0370f516ce2dd902.jpg,86,205,17630,12464,5166
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/226_png.rf.b635d13eaa2341c461bc7414db677cd3.jpg,79,202,15958,11425,4533
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/227_png.rf.165486971fc7ccbfc523aea289723c06.jpg,85,196,16660,12713,3947
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/228_png.rf.9e22fbae97220927f302421730588125.jpg,88,223,19624,14178,5446
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/23_png.rf.434635c98a4f05ceae1ae0f93626bfa8.jpg,87,100,8700,7384,1316
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/245_png.rf.eabcb38d4bf8c61042a72da6ef83b1c6.jpg,67,235,15745,12696,3049
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/246_png.rf.be90ba925edb5d69786f6b6b34feb099.jpg,64,244,15616,12908,2708
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/247_png.rf.efed291d5ca5cd6c70e3b5ed1eafd84f.jpg,68,265,18020,14597,3423
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/248_png.rf.9710e88f31857c4a7a15dfc4773ee6c9.jpg,80,277,22160,18064,4096
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/250_png.rf.64228383242a394ef2c8c7d53df390d6.jpg,95,304,28880,22826,6054
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/252_png.rf.c24a6ed0b5456af05a9470bb69c2c071.jpg,85,352,29920,24238,5682
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/281_png.rf.54450cdf2f8c1d55aa7c80f7b70a570e.jpg,94,310,29140,23335,5805
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/284_png.rf.cf83292fe0587909ce0ad3ecd80322c0.jpg,159,346,55014,41118,13896
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/286_png.rf.a52f69106c2020e48f11e5b6c226cc8f.jpg,232,409,94888,70689,24199
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/286_png.rf.a52f69106c2020e48f11e5b6c226cc8f.jpg,79,148,11692,6444,5248
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/286_png.rf.a52f69106c2020e48f11e5b6c226cc8f.jpg,128,115,14720,12605,2115
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/287_png.rf.c341eaa28663b375a88eebae7832344c.jpg,223,514,114622,73271,41351
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/287_png.rf.c341eaa28663b375a88eebae7832344c.jpg,118,172,20296,9804,10492
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/306_png.rf.2e89596e1567479d7d73f362ddc0b6ef.jpg,61,298,18178,13502,4676
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/307_png.rf.22adfc2125b795d6b3d454ce66dc8832.jpg,77,343,26411,14218,12193
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/308_png.rf.32921c073ff82ec9d00191d00463d514.jpg,94,394,37036,18407,18629
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/30_png.rf.8ed476e993aed088e75b567573f07293.jpg,60,140,8400,5925,2475
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/31_png.rf.f63040dcef0f14e5ce2144af63f44e78.jpg,99,163,16137,11450,4687
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/32_png.rf.cc95123c038c354a1fd78cce35ea28a9.jpg,133,181,24073,16863,7210
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/33_png.rf.6ab76c7bc791fb8ac0ac0cb9285d340c.jpg,151,202,30502,20530,9972
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/35_png.rf.ab7519813f4409aab675faceb7af3a5b.jpg,184,214,39376,25699,13677
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/36_png.rf.ead60a1b73a762d527f3a77aa173ae6d.jpg,160,238,38080,26099,11981
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/380_png.rf.59e6e94446a94aecd05de5086b427575.jpg,139,523,72697,56245,16452
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/381_png.rf.ee1ad465ef3e06bf641f8c6206881938.jpg,142,520,73840,58490,15350
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/392_png.rf.66f78c785244100aac57ee98ff35078e.jpg,36,101,3636,2658,978
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/394_png.rf.ade5b4d69033d4c4abbc5c5ec48f8974.jpg,53,115,6095,4442,1653
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/394_png.rf.ade5b4d69033d4c4abbc5c5ec48f8974.jpg,49,124,6076,4944,1132
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/396_png.rf.a074a9bf0f17c700ee5a38e2bc489913.jpg,67,349,23383,20086,3297
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/397_png.rf.107e6c053669eef3127e10940e32861f.jpg,70,364,25480,22461,3019
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/398_png.rf.b2487c7c68b8cb2956e60a366da93b31.jpg,82,385,31570,26410,5160
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/399_png.rf.a34acd94f1e99751ea397bbca9f5cd78.jpg,91,412,37492,33313,4179
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/400_png.rf.3b6691f5f398bba33a12d1ff525703b6.jpg,106,430,45580,40537,5043
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/401_png.rf.d4e823aa995ad937ea71e9ab288239fc.jpg,109,472,51448,45614,5834
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/428_png.rf.64fe5ea88edb8fd7c278c7a5ee572e28.jpg,115,343,39445,32019,7426
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/429_png.rf.34accd4da1d744a210ad875d9b0726d4.jpg,94,334,31396,26308,5088
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/43_png.rf.acdf286fb20178c479e11adaebd1d944.jpg,115,205,23575,16980,6595
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/44_png.rf.c2727527e246d3acc4e0e6363f1714c1.jpg,118,115,13570,11262,2308
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/457_png.rf.3466587f333ef4a2f257b2636494e89f.jpg,52,178,9256,7414,1842
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/457_png.rf.3466587f333ef4a2f257b2636494e89f.jpg,54,214,11556,9104,2452
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/459_png.rf.fe4434d806a4ff5f8fec357cdcb0ab21.jpg,61,229,13969,10972,2997
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/459_png.rf.fe4434d806a4ff5f8fec357cdcb0ab21.jpg,57,181,10317,9049,1268
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/45_png.rf.e821286af06dd1521c96347f28be8381.jpg,145,238,34510,24280,10230
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/460_png.rf.20ae3d0b5b4f9ebf908dc5f3a2e957f7.jpg,58,184,10672,9285,1387
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/460_png.rf.20ae3d0b5b4f9ebf908dc5f3a2e957f7.jpg,64,235,15040,11574,3466
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/461_png.rf.f06107e41d4c08711027f4675691368b.jpg,64,187,11968,10327,1641
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/461_png.rf.f06107e41d4c08711027f4675691368b.jpg,70,235,16450,12730,3720
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/462_png.rf.e9fc28866d7822429a4d9beabb78a983.jpg,77,244,18788,14038,4750
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/462_png.rf.e9fc28866d7822429a4d9beabb78a983.jpg,73,193,14089,11766,2323
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/46_png.rf.b428a0978fd521481925b2f8a6cfcb60.jpg,121,256,30976,23171,7805
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/46_png.rf.b428a0978fd521481925b2f8a6cfcb60.jpg,49,122,5978,4250,1728
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/223_png.rf.b467126a3c13a6d1ffa27e6bb0f07c75.jpg,85,184,15640,10652,4988
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/251_png.rf.817737c2925de8227cefe56021b64a77.jpg,94,325,30550,24896,5654
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/288_png.rf.01e11c64c53d463d858b6029d49badd8.jpg,193,524,101132,65850,35282
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/395_png.rf.497973ed6fc0076c2eea45271b137dea.jpg,52,130,6760,5464,1296
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/395_png.rf.497973ed6fc0076c2eea45271b137dea.jpg,58,293,16994,11328,5666
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/395_png.rf.497973ed6fc0076c2eea45271b137dea.jpg,44,76,3344,2476,868
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/436_png.rf.b23c676f36f73a7f326b8c0d2a55ad37.jpg,109,88,9592,7992,1600
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/436_png.rf.b23c676f36f73a7f326b8c0d2a55ad37.jpg,65,218,14170,10942,3228
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/484_png.rf.d56e8e0aa21fe6025bcf505762126596.jpg,51,247,12597,8295,4302
/media/gufran/GsHDD/Work/Projects/AI/PotholeSeverityClassification/Data/Step1_data/OriginalDataset/485_png.rf.2fd7fd2cca8a21ac03c7184c75b96239.jpg,57,256,14592,10084,4508
