imgpath,height,width,area,pothole_area,nonpothole_area
train/images1047_png_jpg.rf.dc5073439b671c4dfa38b3b3c9cae99f.jpg,106,109,11554,8913,2641
train/images1047_png_jpg.rf.dc5073439b671c4dfa38b3b3c9cae99f.jpg,16,35,560,450,110
train/images1079_png_jpg.rf.150b02beaf23b9768169ca10958cbdb0.jpg,104,176,18304,10689,7615
train/images1079_png_jpg.rf.6938a2121cc49c68fd6036fb1a4f48b2.jpg,98,164,16072,9468,6604
train/images1079_png_jpg.rf.d0d826c435a702caf5bd30c8f8700982.jpg,89,164,14596,8891,5705
train/images1080_png_jpg.rf.044c8bcefc41c25e6d02b56c39a19b3d.jpg,69,152,10488,6144,4344
train/images1080_png_jpg.rf.8c0052ffb1fbe34d45e4798f912352cb.jpg,71,155,11005,6658,4347
train/images1080_png_jpg.rf.c22833fd96f46823619fcb8179398fb8.jpg,73,157,11461,6943,4518
train/images1081_png_jpg.rf.4eac0a461379e2b202e440cb377f38b6.jpg,29,74,2146,1331,815
train/images1081_png_jpg.rf.85e89398c8bedd72405e97ef3d53992f.jpg,74,157,11618,6930,4688
train/images1081_png_jpg.rf.d85ba155adafc49cb0e08279c4f4c377.jpg,87,179,15573,9537,6036
train/images1082_png_jpg.rf.07da7a22e990801653d17de98a05f0c3.jpg,59,133,7847,4457,3390
train/images1082_png_jpg.rf.b2db4d622da664e7bfd6f3f82c519740.jpg,45,106,4770,2824,1946
train/images1083_png_jpg.rf.133c4571a70483671fcf8c2ee126d64f.jpg,52,124,6448,3688,2760
train/images1083_png_jpg.rf.6ecbe90047468a7bb22d20cf7fb236c8.jpg,53,121,6413,3736,2677
train/images1083_png_jpg.rf.e512a9e7876cff590e03317519ba13c5.jpg,60,138,8280,4646,3634
train/images1084_png_jpg.rf.19ab3f25ee1b1bbcb470f4fce510c16c.jpg,24,60,1440,1020,420
train/images1084_png_jpg.rf.7236ff6a46df506c83215a4cf8fa7fe0.jpg,32,72,2304,1602,702
train/images1085_png_jpg.rf.05ced665f5a4d5eaaa1e8290b32c7c90.jpg,56,122,6832,4191,2641
train/images1086_png_jpg.rf.7a66ef397f8a40b28cc36841179e29f9.jpg,34,79,2686,1826,860
train/images10_png_jpg.rf.6a20b0141debf9d1956039c2f7757d23.jpg,66,99,6534,4547,1987
train/images10_png_jpg.rf.ba54c6d347a6328c3b377e234def00e7.jpg,66,97,6402,4489,1913
train/images1106_png_jpg.rf.3beaa96ce33db5e0ef04280858021a8e.jpg,39,45,1755,1180,575
train/images1106_png_jpg.rf.768a9db62d3bed0aa708b56e22beb5e6.jpg,35,45,1575,1102,473
train/images1106_png_jpg.rf.9a0d5e26e468f2d05b87ae4df36573d4.jpg,36,43,1548,1113,435
train/images1160_png_jpg.rf.35ac840bb22efd4bbff8f2bc736646c4.jpg,33,54,1782,1247,535
train/images1160_png_jpg.rf.d95d1b30894912b6bea7a95dd4a2e9e3.jpg,33,53,1749,1229,520
train/images1160_png_jpg.rf.dde1cb2bc08af0ff541465f4a14b8ce5.jpg,32,54,1728,1251,477
train/images1161_png_jpg.rf.68b980c5c8b3c6f107341e2305080182.jpg,43,65,2795,2041,754
train/images1161_png_jpg.rf.836231794b8cafbcdf49985b01053e5e.jpg,41,62,2542,1810,732
train/images1161_png_jpg.rf.dc1b885082cd4b6908f6dce4c2693a92.jpg,42,65,2730,2030,700
train/images1174_png_jpg.rf.2e43c167b65003cb797fc2cdb4b69985.jpg,50,117,5850,4871,979
train/images1174_png_jpg.rf.64f956836e6c6f4c9f885d903fe4ba10.jpg,49,119,5831,4677,1154
train/images1174_png_jpg.rf.9bc4cca51aa5510665fb5533697ec4fe.jpg,49,118,5782,4679,1103
train/images117_png_jpg.rf.79ec0ab0857de85b52b7e753ebb4c2f1.jpg,90,159,14310,10572,3738
train/images117_png_jpg.rf.b58da63ec7eb6009da401cb0ffdb0d0a.jpg,96,156,14976,11334,3642
train/images117_png_jpg.rf.cab6261e0c59c30cbeb909e2ee082557.jpg,102,159,16218,12265,3953
train/images1185_png_jpg.rf.6c6d9b067a5e62accd7c20bb3847cdcd.jpg,59,133,7847,5759,2088
train/images1185_png_jpg.rf.6edde80cfaee04531173874ae7bc1097.jpg,56,131,7336,5794,1542
train/images121_png_jpg.rf.95584d55c38af5641449ab14502b9ffa.jpg,52,128,6656,5347,1309
train/images124_png_jpg.rf.33246038b122b7e8168c45335b194e03.jpg,105,138,14490,9315,5175
train/images124_png_jpg.rf.60ce846673ec7f883a7f85bceb023f41.jpg,94,139,13066,8422,4644
train/images124_png_jpg.rf.752ce4b7e8d1aacd7917fdb2601b47b1.jpg,93,142,13206,8680,4526
train/images1261_png_jpg.rf.0e3e1163ead6f161ce550fa10fa4340e.jpg,38,102,3876,2718,1158
train/images126_png_jpg.rf.154c7db2506619181fdebb5cf66c8e8b.jpg,48,60,2880,2228,652
train/images126_png_jpg.rf.154c7db2506619181fdebb5cf66c8e8b.jpg,108,43,4644,3532,1112
train/images126_png_jpg.rf.154c7db2506619181fdebb5cf66c8e8b.jpg,63,95,5985,4554,1431
train/images126_png_jpg.rf.4d89dd514675d6b333da7f41b74ce006.jpg,117,41,4797,3605,1192
train/images126_png_jpg.rf.4d89dd514675d6b333da7f41b74ce006.jpg,35,57,1995,1656,339
train/images126_png_jpg.rf.4d89dd514675d6b333da7f41b74ce006.jpg,54,84,4536,3313,1223
train/images126_png_jpg.rf.53d8b26c40271c3893dffc1a49d87235.jpg,126,43,5418,3775,1643
train/images1333_png_jpg.rf.4c13eba7cf47ead32597de33e1ed9cf8.jpg,24,97,2328,1693,635
train/images1333_png_jpg.rf.4c13eba7cf47ead32597de33e1ed9cf8.jpg,60,165,9900,5672,4228
train/images1333_png_jpg.rf.4c13eba7cf47ead32597de33e1ed9cf8.jpg,47,193,9071,6084,2987
train/images1333_png_jpg.rf.59b13333ab7e57bd7c80e9393a1fc7af.jpg,56,174,9744,6007,3737
train/images1333_png_jpg.rf.59b13333ab7e57bd7c80e9393a1fc7af.jpg,25,101,2525,1830,695
train/images1333_png_jpg.rf.8a1536d6dbf15ea8159e9ce2d4d39cce.jpg,64,168,10752,6469,4283
train/images1333_png_jpg.rf.8a1536d6dbf15ea8159e9ce2d4d39cce.jpg,24,101,2424,1823,601
train/images1375_png_jpg.rf.1e00d99daf7aa492688a9c4fa9df5f5c.jpg,76,191,14516,9153,5363
train/images1375_png_jpg.rf.1e00d99daf7aa492688a9c4fa9df5f5c.jpg,46,135,6210,4111,2099
train/images1375_png_jpg.rf.66fb4365bd330a4f88040fb7663a943d.jpg,74,202,14948,9384,5564
train/images1375_png_jpg.rf.66fb4365bd330a4f88040fb7663a943d.jpg,43,69,2967,1875,1092
train/images137_png_jpg.rf.7394560a64789b0fa7e9f8f7fb2b1c8f.jpg,47,95,4465,3314,1151
train/images137_png_jpg.rf.7394560a64789b0fa7e9f8f7fb2b1c8f.jpg,28,53,1484,1156,328
train/images137_png_jpg.rf.a422f7401fbe90b4bebc8eedd0e3e234.jpg,52,142,7384,6043,1341
train/images137_png_jpg.rf.a422f7401fbe90b4bebc8eedd0e3e234.jpg,43,87,3741,2824,917
train/images137_png_jpg.rf.a422f7401fbe90b4bebc8eedd0e3e234.jpg,28,46,1288,971,317
train/images137_png_jpg.rf.d7b0fe630bd3ce438b026c215226c4f6.jpg,59,164,9676,7581,2095
train/images137_png_jpg.rf.d7b0fe630bd3ce438b026c215226c4f6.jpg,32,101,3232,2365,867
train/images140_png_jpg.rf.943d68e48b5b53a2c8e04b75ad9a32e6.jpg,52,100,5200,3734,1466
train/images140_png_jpg.rf.b79bc71eec6a60094472623fae573689.jpg,53,95,5035,3565,1470
train/images159_png_jpg.rf.53d3b416c5ff812f8f3ec1aaa3cac6fb.jpg,34,84,2856,2180,676
train/images159_png_jpg.rf.5533592c80bdd356f868d38994d5febb.jpg,32,84,2688,2110,578
train/images159_png_jpg.rf.c65819319398141a92c89c77e74ffcda.jpg,34,81,2754,2163,591
train/images160_png_jpg.rf.bc06120406ed447554b20c9013b08e73.jpg,33,85,2805,2314,491
train/images160_png_jpg.rf.df6ef3504577b23a6c2e419602464e6c.jpg,32,87,2784,2210,574
train/images160_png_jpg.rf.e6c053a2fa3178880816960a43b3d09b.jpg,32,84,2688,2169,519
train/images163_png_jpg.rf.1b53de9a9d31d1e8ae11e9b2af86ad00.jpg,50,107,5350,4009,1341
train/images163_png_jpg.rf.a0926588b73aa8dd7a539555e7a58561.jpg,45,101,4545,3458,1087
train/images164_png_jpg.rf.908291f5235e251452bd3c62e123efed.jpg,58,44,2552,1870,682
train/images164_png_jpg.rf.908291f5235e251452bd3c62e123efed.jpg,19,39,741,550,191
train/images164_png_jpg.rf.c962a804242656525f1079b3736c5847.jpg,37,48,1776,1370,406
train/images164_png_jpg.rf.c962a804242656525f1079b3736c5847.jpg,55,43,2365,1777,588
train/images164_png_jpg.rf.f217ed9a0563e9bb72f336213bdeecc9.jpg,40,57,2280,1643,637
train/images164_png_jpg.rf.f217ed9a0563e9bb72f336213bdeecc9.jpg,65,46,2990,1992,998
train/images166_png_jpg.rf.1bde0787e69e5106e3a0f1717ef219b9.jpg,57,112,6384,4686,1698
train/images166_png_jpg.rf.d5e84dd50d88e7e817f0abdea50f95d1.jpg,58,115,6670,5086,1584
train/images166_png_jpg.rf.de40c797a785aa2b8935bba91fcca54a.jpg,52,108,5616,4416,1200
train/images1085_png_jpg.rf.c57107ea58bd9c3f05fe8eb9062cf658.jpg,48,106,5088,3121,1967
train/images10_png_jpg.rf.cb382006cd28e7937a391fd1397d482c.jpg,66,95,6270,4302,1968
train/images1185_png_jpg.rf.29c26d26e539a21580408bfaf7b5e885.jpg,51,122,6222,4800,1422
train/images1375_png_jpg.rf.21dd85b5b01bc3da5b2ba711633741b1.jpg,77,180,13860,8487,5373
train/images1375_png_jpg.rf.21dd85b5b01bc3da5b2ba711633741b1.jpg,39,108,4212,3123,1089
train/images163_png_jpg.rf.eb5e307b90ec700db7286aae9e321a76.jpg,46,102,4692,3581,1111
train/images16_png_jpg.rf.490a1802f8b1a9f6370dd25552a491cd.jpg,93,122,11346,7882,3464
train/images16_png_jpg.rf.c77d88593304f267e5f8199f154a3be6.jpg,88,120,10560,7714,2846
train/images16_png_jpg.rf.f0df86891eb02ac0956f8361a04931d0.jpg,87,115,10005,6963,3042
train/images174_png_jpg.rf.138dd0bdb1c1fca9310944aece135184.jpg,57,44,2508,1943,565
train/images174_png_jpg.rf.138dd0bdb1c1fca9310944aece135184.jpg,62,98,6076,3815,2261
train/images174_png_jpg.rf.54a19f8f67a2f768286c2fc39fa14070.jpg,48,66,3168,2169,999
train/images174_png_jpg.rf.fa978214a0e311ffe2ec75fd3e96f3bf.jpg,56,91,5096,2901,2195
train/images17_png_jpg.rf.6f7f93f1ffa35516b8bb263d2d268bfc.jpg,102,136,13872,9351,4521
train/images17_png_jpg.rf.f5d6fa2768f4d83c5a5dd2c4ad452375.jpg,98,128,12544,8610,3934
train/images17_png_jpg.rf.fc151b4e7b118980aa1069563eabe87f.jpg,90,118,10620,7728,2892
train/images197_png_jpg.rf.5099f078fdcdd609a787ca285556e76f.jpg,53,155,8215,5092,3123
train/images197_png_jpg.rf.8a7dfdf08465aa80b3825ed5fa533fe7.jpg,76,163,12388,7456,4932
train/images198_png_jpg.rf.453239aa12b891b235cc02c9e2c94099.jpg,61,143,8723,5827,2896
train/images198_png_jpg.rf.74673f8cedf2c449106f0a06d6452f90.jpg,62,139,8618,6058,2560
train/images198_png_jpg.rf.e28eac2e53ea07d8e255b366d1b65533.jpg,70,167,11690,7182,4508
train/images199_png_jpg.rf.0c74098685f548b7eb14a554755da1bd.jpg,83,164,13612,8113,5499
train/images199_png_jpg.rf.77bb81fc1168820166c2736415141982.jpg,75,186,13950,8801,5149
train/images207_png_jpg.rf.73364a6fa5d2123c605dbae784f44808.jpg,118,118,13924,8120,5804
train/images207_png_jpg.rf.c3f35f4e48833596d29ead392236f0f2.jpg,125,119,14875,8264,6611
train/images20_png_jpg.rf.1c6fb8e38ef0ba9f310cd4c25b3a564b.jpg,97,140,13580,10550,3030
train/images20_png_jpg.rf.522e815f84ff0651411d4bb90408ec53.jpg,86,154,13244,10081,3163
train/images20_png_jpg.rf.c9fd1e5f462808848b02d933882ece60.jpg,127,158,20066,13090,6976
train/images217_png_jpg.rf.8f3968baf81f1dcbe0499d48d9cd7542.jpg,148,137,20276,12077,8199
train/images217_png_jpg.rf.96264036fe7a427b730cf5e4fa7b0367.jpg,112,132,14784,9588,5196
train/images217_png_jpg.rf.d70e057e2223566b8def9a178a3c1eba.jpg,156,136,21216,11739,9477
train/images220_png_jpg.rf.3e7f5a869e445e8eeaaf5e7f408c17c2.jpg,87,160,13920,8080,5840
train/images220_png_jpg.rf.3e7f5a869e445e8eeaaf5e7f408c17c2.jpg,31,64,1984,1421,563
train/images220_png_jpg.rf.3e7f5a869e445e8eeaaf5e7f408c17c2.jpg,99,145,14355,8182,6173
train/images220_png_jpg.rf.a1eadc1a8c8bdfe5f4d9eb6d7757eb09.jpg,86,175,15050,8472,6578
train/images220_png_jpg.rf.a1eadc1a8c8bdfe5f4d9eb6d7757eb09.jpg,87,141,12267,7480,4787
train/images220_png_jpg.rf.a1eadc1a8c8bdfe5f4d9eb6d7757eb09.jpg,35,59,2065,1279,786
train/images223_png_jpg.rf.788ff33eadfd310b12a3106e217028a9.jpg,54,168,9072,5886,3186
train/images223_png_jpg.rf.788ff33eadfd310b12a3106e217028a9.jpg,39,57,2223,1518,705
train/images223_png_jpg.rf.e83ee4a4e259fea7471a77750a1f86f6.jpg,38,60,2280,1486,794
train/images223_png_jpg.rf.e83ee4a4e259fea7471a77750a1f86f6.jpg,48,166,7968,4875,3093
train/images223_png_jpg.rf.ed39c22c379545ce9e9a1e8acfb3d67e.jpg,37,67,2479,1559,920
train/images224_png_jpg.rf.445fd5de3e2c02a2d2c9666bb419e7c5.jpg,41,63,2583,1736,847
train/images224_png_jpg.rf.4cf5556fdb8dadfa108045ffc9b30dd0.jpg,41,65,2665,1767,898
train/images224_png_jpg.rf.dd5eeba2db144910d9be06b67b230151.jpg,41,61,2501,1637,864
train/images227_png_jpg.rf.15d15a2cffc9eb45851f7f92e75d401f.jpg,54,74,3996,2701,1295
train/images227_png_jpg.rf.c6b1757152032c6794334a2b7dc61334.jpg,56,81,4536,2954,1582
train/images229_png_jpg.rf.a623c31e8efa6c2a9a125d9fbfc2f18a.jpg,56,91,5096,3365,1731
train/images229_png_jpg.rf.b857847cdfcd10db8e0018dad9885aad.jpg,43,89,3827,2383,1444
train/images238_png_jpg.rf.35bd9cc87d169c609683aa54f719f857.jpg,95,154,14630,9508,5122
train/images238_png_jpg.rf.fbedf9f2d1d3258c2f512ce3b4c8d6de.jpg,99,156,15444,9451,5993
train/images23_png_jpg.rf.9854a4456d47da834bd36ea71d6d8e01.jpg,22,46,1012,807,205
train/images245_png_jpg.rf.2f699025fecc99be514b909201da3713.jpg,22,93,2046,1488,558
train/images245_png_jpg.rf.dbfb8a3347a18f377059b6a625ec8b6d.jpg,32,84,2688,2086,602
train/images246_png_jpg.rf.b5db552ee905cf8bf017ba578b72d3b9.jpg,41,94,3854,2841,1013
train/images246_png_jpg.rf.f9965a9296c2983947bb83aafb00384e.jpg,39,90,3510,2581,929
train/images247_png_jpg.rf.21c83f3486042711508a69a7c1391127.jpg,41,99,4059,2901,1158
train/images247_png_jpg.rf.d5ed5c2d6841200fcb2a82c36ac8c078.jpg,44,100,4400,3153,1247
train/images247_png_jpg.rf.fc23b0abb9b39ff680517463efb4fa7f.jpg,44,101,4444,3181,1263
train/images249_png_jpg.rf.2cb624135184ea87d2218f9acecd4cc5.jpg,60,81,4860,3157,1703
train/images249_png_jpg.rf.f1a6e7100f656d71f86a2ec35dc2b3e1.jpg,73,79,5767,3911,1856
train/images250_png_jpg.rf.81380bb11f5a33a9dac816b558483c52.jpg,54,111,5994,4459,1535
train/images250_png_jpg.rf.d9c9f789f0c863196d53886c5704334c.jpg,54,111,5994,4420,1574
train/images250_png_jpg.rf.dcc8bb76218ac273f9decac58244c8ae.jpg,55,111,6105,4511,1594
train/images281_png_jpg.rf.1ab6e31ce40599f7ec2f422f6dc044ba.jpg,52,112,5824,4515,1309
train/images281_png_jpg.rf.5b8f8cb349e04ddbd71df308383f1a25.jpg,54,111,5994,4571,1423
train/images281_png_jpg.rf.d5583635ae0b2494eea6690343bb97d6.jpg,55,116,6380,5012,1368
train/images286_png_jpg.rf.1245b45e703abcce37cb68058cac72c4.jpg,155,158,24490,16916,7574
train/images286_png_jpg.rf.1245b45e703abcce37cb68058cac72c4.jpg,60,61,3660,1531,2129
train/images286_png_jpg.rf.1245b45e703abcce37cb68058cac72c4.jpg,107,45,4815,3950,865
train/images286_png_jpg.rf.3148c97f0e28b8053c45b62ffe5b4f8b.jpg,147,168,24696,15390,9306
train/images286_png_jpg.rf.3148c97f0e28b8053c45b62ffe5b4f8b.jpg,59,61,3599,1526,2073
train/images286_png_jpg.rf.3148c97f0e28b8053c45b62ffe5b4f8b.jpg,34,55,1870,1473,397
train/images286_png_jpg.rf.ef6e693404d5530a84a71ea04e994655.jpg,138,158,21804,14264,7540
train/images286_png_jpg.rf.ef6e693404d5530a84a71ea04e994655.jpg,55,56,3080,1303,1777
train/images286_png_jpg.rf.ef6e693404d5530a84a71ea04e994655.jpg,105,28,2940,2183,757
train/images287_png_jpg.rf.6475bafdfacf807d73b21500423660dc.jpg,138,178,24564,15163,9401
train/images287_png_jpg.rf.6475bafdfacf807d73b21500423660dc.jpg,73,65,4745,2139,2606
train/images287_png_jpg.rf.64e8290876f58faa7c557f1a2bd317fd.jpg,73,64,4672,1996,2676
train/images287_png_jpg.rf.64e8290876f58faa7c557f1a2bd317fd.jpg,115,144,16560,10009,6551
train/images207_png_jpg.rf.8b66bb6dc50deac80e1f17fd6295c04a.jpg,90,114,10260,6176,4084
train/images220_png_jpg.rf.2dda2e1f55765315890e75c87f74eba9.jpg,79,157,12403,8132,4271
train/images220_png_jpg.rf.2dda2e1f55765315890e75c87f74eba9.jpg,36,62,2232,1438,794
train/images220_png_jpg.rf.2dda2e1f55765315890e75c87f74eba9.jpg,84,139,11676,7134,4542
train/images227_png_jpg.rf.cd71f666a365d5d63294d6f5dc668984.jpg,53,75,3975,2646,1329
train/images23_png_jpg.rf.9f842ef2fa31ec6c6a70e01dc28cb544.jpg,26,43,1118,859,259
train/images249_png_jpg.rf.72f757707c2d377354fb4e4ad0996847.jpg,92,83,7636,5490,2146
train/images1082_png_jpg.rf.0027d255e51683fdb0c4362592ee9e33.jpg,47,106,4982,2810,2172
train/images287_png_jpg.rf.f714afc3b2e5873421c2f2031dac72ac.jpg,101,170,17170,10853,6317
train/images287_png_jpg.rf.f714afc3b2e5873421c2f2031dac72ac.jpg,64,64,4096,2001,2095
train/images555_png_jpg.rf.d9966f25396dc7c9ee62c101a49a2cb4.jpg,37,84,3108,2482,626
train/images670_png_jpg.rf.169e66d139bf1672b61aae90e750265c.jpg,73,160,11680,8639,3041
train/images670_png_jpg.rf.169e66d139bf1672b61aae90e750265c.jpg,53,143,7579,5343,2236
train/images288_png_jpg.rf.02750d10ec553a79295ed9e830a20a5d.jpg,83,162,13446,7586,5860
train/images288_png_jpg.rf.126f475057844e3eba22eb589a765ce4.jpg,65,148,9620,5828,3792
train/images288_png_jpg.rf.288d3f215e3afa6df3101b48b8625bdd.jpg,98,73,7154,3308,3846
train/images2_png_jpg.rf.e9845addcd42afe819d69ec0cdc7fcf8.jpg,29,36,1044,865,179
train/images305_png_jpg.rf.3392ac944ea589ca94fe4dd22856cbe2.jpg,23,81,1863,1013,850
train/images306_png_jpg.rf.7bd00c806c5536bb3b588b8b60142879.jpg,31,103,3193,1713,1480
train/images306_png_jpg.rf.a30a0548f3f3988fb2425d0feccaacd7.jpg,34,102,3468,1955,1513
train/images306_png_jpg.rf.d494fdc533ca5265ff4fea6d210a1033.jpg,32,114,3648,1954,1694
train/images307_png_jpg.rf.b5d18184d7eb53e6ff83e266e4a9c385.jpg,37,123,4551,2218,2333
train/images307_png_jpg.rf.eb97e850bd1259a4e0033f9f2a0da107.jpg,33,116,3828,2004,1824
train/images308_png_jpg.rf.b7ce014fa99d80ee24fca1bd54e7f59a.jpg,46,140,6440,3304,3136
train/images308_png_jpg.rf.da4172d2f1e93b9d132748bc8a1b9859.jpg,44,129,5676,3002,2674
train/images308_png_jpg.rf.e95736354e415326fbddaadc0f5a2665.jpg,44,133,5852,3042,2810
train/images309_png_jpg.rf.5f6ab3952bbe8aa7939b9459ce8468d5.jpg,61,167,10187,5330,4857
train/images309_png_jpg.rf.eefeafed00f637959367b96615a4ee31.jpg,40,157,6280,3861,2419
train/images31_png_jpg.rf.59082db5683f712d9b832d5f691ca916.jpg,60,59,3540,2504,1036
train/images31_png_jpg.rf.c56f771bc4eee40a0cdb88b4898fb10a.jpg,48,60,2880,2036,844
train/images31_png_jpg.rf.ef4a4d441392576134a58a3badc10b38.jpg,66,60,3960,2768,1192
train/images32_png_jpg.rf.278bbab992bf5f215ee3bd7b5c0f5833.jpg,88,67,5896,3621,2275
train/images32_png_jpg.rf.8291d87e96dc8cbbbc66314433f36ae9.jpg,55,60,3300,2393,907
train/images32_png_jpg.rf.d8bd792d2d857cff768a65f0d097744c.jpg,81,64,5184,3332,1852
train/images33_png_jpg.rf.1f328f6aefb23b53c5e8aeb68d521c1f.jpg,102,72,7344,4679,2665
train/images33_png_jpg.rf.81f3a14eb2ec3cbb9aed9969a9f60420.jpg,102,75,7650,5085,2565
train/images36_png_jpg.rf.342d1d53e8a819d4b99e224e68382ef2.jpg,89,89,7921,5699,2222
train/images36_png_jpg.rf.69b9b099fec5a226b56fdbb3ccebc2ae.jpg,92,85,7820,5793,2027
